node_id,title,year,doi,publication_url,authors,venue,corpus_theme,document_role,toolkit_status,toolkit_join_status,audit_record_ids,manual_review_record_ids,template_ids,pdf_statuses,supplement_statuses,network_prominence_rank,network_prominence,within_network_citations_received,within_network_references,publication_fields_reviewed,publication_fields_implementation_ready,publication_fields_reviewed_missing,publication_fields_requiring_review,publication_review_progress_pct,publication_implementation_evidence_pct,toolkit_parameter_actions,PUB.S1.stimulus_type,PUB.S1.source_provenance,PUB.S1.trajectory_count,PUB.S1.trajectory_path,PUB.S1.stimulus_duration,PUB.S1.stimulus_speed,PUB.S1.auditory_conditions,PUB.S1.gain_envelope,PUB.S1.renderer_or_apparatus,PUB.S2.trial_rows_families,PUB.S2.condition_intermixing,PUB.S2.blocked_or_random_order,PUB.S2.iti_jitter_policy,PUB.S2.response_window,PUB.S2.task_sequence_rules,PUB.S3.tactile_stimulus,PUB.S3.soa_table,PUB.S3.baseline_strategy,PUB.S3.baseline_timing,PUB.S3.catch_trial_type,PUB.S4.repetitions_per_tactile_soa_condition,PUB.S4.baseline_count,PUB.S4.catch_count,PUB.S4.block_count,PUB.S4.total_trial_count,KIT.S0.profile_identity,KIT.S0.publication_reference,KIT.S0.profile_parameter_provenance,KIT.S1.source_stimulus_inventory,KIT.S1.trajectory_snapshots,KIT.S1.stimulus_duration,KIT.S2.trial_sequence_rows,KIT.S2.jitter_values_ms,KIT.S2.iti_jitter_policy,KIT.S3.soa_values_ms,KIT.S3.tactile_sites,KIT.S3.baseline_mode,KIT.S3.baseline_count,KIT.S3.catch_mode,KIT.S4.trial_pool_repetitions,KIT.S5.block_count,KIT.S5.row_order_constraints,KIT.S6.participants,KIT.S6.experiment_parts,KIT.S0.profile_gap,KIT.S1.profile_gap,KIT.S2.profile_gap,KIT.S3.profile_gap,KIT.S4.profile_gap,KIT.S5.profile_gap,KIT.S6.profile_gap
doi:10.3390/bs14040306,Mindfulness Affects the Boundaries of Bodily Self-Representation: The Effect of Focused-Attention Meditation in Fading the Boundary of Peripersonal Space.,2024,10.3390/bs14040306,https://doi.org/10.3390/bs14040306,Salvatore Gaetano Chiarella; Riccardo De Pastina; Antonino Raffone; Luca Simione,"Behavioral sciences (Basel, Switzerland)",action_tools,empirical,supported_incomplete,doi_matched_manual_parameter_review,mindfulness_pps_2024,mindfulness_pps_2024,,needs_user_download,needs_user_download,70,0.080198531,0,10,25,24,1,0,1,0.96,26,reported,reported,reported,reported,reported,derived,reported,reported,reported,reported,reported,reported,reported,not_reported_after_review,reported,reported,reported,derived,reported,reported,reported,derived,reported,reported,derived,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.nicl.2019.101940,Peri-personal space encoding in patients with disorders of consciousness and cognitive-motor dissociation.,2019,10.1016/j.nicl.2019.101940,https://doi.org/10.1016/j.nicl.2019.101940,Noel JP; Chatelle C; Perdikis S; Jöhr J; Lopes Da Silva M; Ryvlin P; De Lucia M; Millán JDR; Diserens K; Serino A,NeuroImage. Clinical,action_tools,empirical,supported_incomplete,doi_matched_manual_parameter_review,disorders_consciousness_2019,disorders_consciousness_2019,,downloaded,not_found,71,0.078720806,6,11,21,21,0,0,1,1,26,reported,reported,reported,reported,reported,not_applicable,reported,reported,reported,reported,reported,reported,reported,not_applicable,reported,reported,reported,reported,reported,not_applicable,reported,reported,not_applicable,reported,reported,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1007/s00221-004-2212-7,Spatial auditory attention is modulated by tactile priming.,2005,10.1007/s00221-004-2212-7,https://doi.org/10.1007/s00221-004-2212-7,H. Menning; H. Ackermann; I. Hertrich; K. Mathiak,Experimental brain research,animal_neurophysiology,unknown,not_assessed,not_audited,,,,not_assessed,not_assessed,72,0.075799168,4,0,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1101/249078,Audio-tactile and peripersonal space processing around the trunk in human parietal and temporal cortex: an intracranial EEG study,2018,10.1101/249078,https://doi.org/10.1101/249078,Bernasconi F; Noel J; Park HD; Faivre N; Seeck M; Spinelli L; Schaller K; Blanke O; Serino A,,animal_neurophysiology,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,73,0.053034738,3,7,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1007/s10548-021-00826-4,Slow Resting State Fluctuations Enhance Neuronal and Behavioral Responses to Looming Sounds,2021,10.1007/s10548-021-00826-4,https://doi.org/10.1007/s10548-021-00826-4,Belén Sancristóbal; Francesca Ferri; André Longtin; Mauro Gianni Perrucci; Gian Luca Romani; Georg Northoff,Brain Topography,animal_neurophysiology,empirical_model,not_assessed,not_audited,,,,not_assessed,not_assessed,74,0,0,2,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.actpsy.2011.01.003,Performance in haptic geometrical matching tasks depends on movement and position of the arms.,2011,10.1016/j.actpsy.2011.01.003,https://doi.org/10.1016/j.actpsy.2011.01.003,M. Fernández-Díaz; David Travieso,Acta psychologica,other,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,75,0,0,0,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.bodyim.2024.101777,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,2024,10.1016/j.bodyim.2024.101777,https://doi.org/10.1016/j.bodyim.2024.101777,Deanna Finn; Flavia Cardini; Jane E. Aspell; Viren Swami; Jennifer Todd,Body image,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,body_image_social_cognition_2024,,,open_access_unavailable,needs_user_download,76,0,0,8,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.cortex.2025.11.015,Functional organization of distance-dependent audio-tactile integration is different in rear and front spaces.,2026,10.1016/j.cortex.2025.11.015,https://doi.org/10.1016/j.cortex.2025.11.015,Augustin Amiel; Lise Hobeika; Isabelle Viaud‐Delmon; Marine Taffou,Cortex; a journal devoted to the study of the nervous system and behavior,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,amiel_2025_front_rear,,,open_access_unavailable,not_found,77,0,0,27,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.neuropsychologia.2026.109490,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity.,2026,10.1016/j.neuropsychologia.2026.109490,https://doi.org/10.1016/j.neuropsychologia.2026.109490,Francesca Ferroni; Francesca Rastelli; Nunzio Langiulli; Luca Sergey Rinaldi; Vittorio Gallese; Martina Ardizzi,Neuropsychologia,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,ferroni_2026_pps_plasticity,,,open_access_unavailable,not_checked,78,0,0,17,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.xcrm.2026.102705,Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness.,2026,10.1016/j.xcrm.2026.102705,https://doi.org/10.1016/j.xcrm.2026.102705,Tommaso Bertoni; Giulia Ricci; Jane Jöhr; Brunella Donno; Jacinthe Cataldi; Julia Fellrath; Aurélie Stephan; Carolina Foglia; Sandro Lecci; Floriane Dauvin; Marina Lopes da Silva; Mattia Galigani; Polona Pozeg; Vincent Dunet; Marzia De Lucia; Jean-Paul Noel; Elisa Magosso; Karin Diserens; Francesca Siclari; Andrea Serino,Cell reports. Medicine,embodiment_vr,clinical_empirical,supported_incomplete,doi_matched_manual_parameter_review,cell_reports_medicine_2026_consciousness,cell_reports_medicine_2026_consciousness,,needs_user_download,not_found,79,0,0,7,21,21,0,0,1,1,26,reported,reported,reported,reported,reported,not_applicable,reported,reported,reported,reported,reported,reported,reported,not_applicable,reported,reported,reported,reported,reported,not_applicable,reported,reported,not_applicable,reported,derived,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1038/s41598-026-36796-5,Somatotopy-independent reduction of audio-tactile intersensory facilitation for looming sounds within the peripersonal space during arm movements execution.,2026,10.1038/s41598-026-36796-5,https://doi.org/10.1038/s41598-026-36796-5,Lamia Piero; Shabani Nafiseh; Candidi Matteo,Scientific reports,multisensory_psychophysics,empirical,runnable,doi_matched_manual_parameter_review,lamia_2026_arm_movement,lamia_2026_arm_movement,barumerli_2026_arm_movement_exp1 | barumerli_2026_arm_movement_exp2,downloaded,downloaded,80,0,0,8,25,24,1,0,1,0.96,4,reported,reported,reported,reported,reported,derived,reported,reported,reported,reported,reported,reported,not_reported_after_review,reported,reported,reported,reported,reported,reported,reported,reported,reported,derived,reported,reported,encoded,encoded,encoded,encoded,encoded,encoded,encoded,defaulted,defaulted,encoded,encoded,encoded,encoded,encoded,inferred,encoded,encoded,encoded,defaulted,none,none,none,none,none,none,none
doi:10.1073/pnas.2516229122,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding.",2025,10.1073/pnas.2516229122,https://doi.org/10.1073/pnas.2516229122,Marie Loescher; Patrick Haggard; Catherine Tallon‐Baudry,Proceedings of the National Academy of Sciences of the United States of America,theory_reviews,empirical,supported_incomplete,doi_matched_literature_audit,interoception_exteroception_2025,,,needs_user_download,paywalled,81,0,0,4,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1080/17470210903068989,Assessing the effect of sound complexity on the audiotactile cross-modal dynamic capture task.,2010,10.1080/17470210903068989,https://doi.org/10.1080/17470210903068989,Valeria Occelli; C. Spence; M. Zampini,Quarterly journal of experimental psychology (2006),action_tools,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,82,0,0,2,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1101/2025.06.25.660685,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding",2025,10.1101/2025.06.25.660685,https://doi.org/10.1101/2025.06.25.660685,Loescher M; Haggard P; Tallon-Baudry C,,theory_reviews,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,83,0,0,3,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1101/2025.09.02.673729,The Proximity Prediction Hypothesis: How predictive coding of CT-touch explains Autonomous Sensory Meridian Response and its therapeutic applications,2025,10.1101/2025.09.02.673729,https://doi.org/10.1101/2025.09.02.673729,Flockton JR; McCall C; Preston CEJ,,theory_reviews,model,not_assessed,not_audited,,,,not_assessed,not_assessed,84,0,0,6,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1101/492017,Maternal brain gain: enlarged representation of the peripersonal space in pregnancy,2018,10.1101/492017,https://doi.org/10.1101/492017,Flavia Cardini; Natalie Fatemi-Ghomi; Katarzyna Gajewska-Knapik; Victoria Gooch; Jane E. Aspell,bioRxiv,embodiment_vr,unknown,not_assessed,not_audited,,,,not_assessed,not_assessed,85,0,0,7,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1163/22134808-000s0136,Audio-tactile multisensory integration as a proxy for full body peri-personal space,2013,10.1163/22134808-000s0136,https://doi.org/10.1163/22134808-000s0136,A. Serino; G. Galli; Jean-Paul Noel; O. Blanke,Multisensory Research,multisensory_psychophysics,unknown,not_assessed,not_audited,,,,not_assessed,not_assessed,86,0,0,0,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1177/17470218241261645,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,2025,10.1177/17470218241261645,https://doi.org/10.1177/17470218241261645,Francesca Ferroni; Edoardo Arcuri; Martina Ardizzi; Nicola Chinchella; Vittorio Gallese; Anna Ciaunica,Quarterly journal of experimental psychology (2006),clinical_development,empirical,supported_incomplete,doi_matched_manual_parameter_review,depersonalisation_2024,depersonalisation_2024,,paywalled,paywalled,87,0,0,3,25,18,7,0,1,0.72,26,reported,reported,reported,reported,reported,derived,reported,reported,reported,reported,reported,not_reported_after_review,not_reported_after_review,not_reported_after_review,reported,reported,reported,reported,reported,reported,not_reported_after_review,not_reported_after_review,not_reported_after_review,reported,not_reported_after_review,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.17605/osf.io/73x59,Audio-tactile peripersonal space,2019,10.17605/osf.io/73x59,https://doi.org/10.17605/osf.io/73x59,N. Holmes,,multisensory_psychophysics,unknown,not_assessed,not_audited,,,,not_assessed,not_assessed,88,0,0,23,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.31234/osf.io/etvb6_v1,The spatial reach of affective touch: a new perspective on social peripersonal space,2025,10.31234/osf.io/etvb6_v1,https://doi.org/10.31234/osf.io/etvb6_v1,Rastelli F; Ferroni F; Langiulli N; Crucianelli L; Gallese V; Ardizzi M,,action_tools,methods,not_assessed,not_audited,,,,not_assessed,not_assessed,89,0,0,13,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.31234/osf.io/t8h6a,Lost in time and space? Multisensory processing of peripersonal space and time perception in Depersonalisation,2023,10.31234/osf.io/t8h6a,https://doi.org/10.31234/osf.io/t8h6a,Ferroni F; Arcuri E; Ardizzi M; Chinchella N; Gallese V; Ciaunica A,,clinical_development,methods,not_assessed,not_audited,,,,not_assessed,not_assessed,90,0,0,6,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.3389/fpsyg.2022.983189,Effects of guided exploration on reaching measures of auditory peripersonal space.,2022,10.3389/fpsyg.2022.983189,https://doi.org/10.3389/fpsyg.2022.983189,Mercedes X. Hüg; F. Bermejo; Fabián C. Tommasini; E. D. Di Paolo,Frontiers in psychology,action_tools,methods,not_assessed,not_audited,,,,not_assessed,not_assessed,91,0,0,3,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.3390/s25196072,Using Android Smartphones to Collect Precise Measures of Reaction Times to Multisensory Stimuli.,2025,10.3390/s25196072,https://doi.org/10.3390/s25196072,Ulysse Roussel; Emmanuel Fléty; Carlos Agón; Isabelle Viaud‐Delmon; Marine Taffou,"Sensors (Basel, Switzerland)",action_tools,methods_empirical,runnable,doi_matched_literature_audit,smartphone_rt_methods_2025,,roussel_2025_dynaspace_mobile_pps,needs_user_download,not_found,92,0,0,8,0,0,0,25,0,0,5,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,encoded,encoded,encoded,encoded,encoded,encoded,encoded,defaulted,defaulted,encoded,encoded,encoded,defaulted,encoded,inferred,encoded,encoded,encoded,defaulted,none,none,none,none,none,none,none
doi:10.53829/ntr201911fa4,Creating a Walking Sensation for the Seated--A Sensation of Pseudo-walking Expands Peripersonal Space,2019,10.53829/ntr201911fa4,https://doi.org/10.53829/ntr201911fa4,Tomohiro Amemiya,NTT Technical Review,action_tools,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,93,0,0,2,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.61782/fa.2025.0866,The Impact of Looming Sound Duration on Peripersonal Space Measurement,2025,10.61782/fa.2025.0866,https://doi.org/10.61782/fa.2025.0866,Mohammad MH. Rahmani; Marte Roel Lesur; Ana Tajadura‐Jiménez,Proceedings of the 11th Convention of the European Acoustics Association Forum Acusticum / EuroNoise 2025,action_tools,conference_empirical,supported_incomplete,doi_matched_literature_audit,looming_duration_2025,,,downloaded,not_found,94,0,0,9,0,0,0,25,0,0,26,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
